sentence,type,pronoun,preferred
Susan didn't see an aardvark. The aardvark loved cheese.,negation,0,0
Susan saw an aardvark. It loved cheese.,negation,1,1
Susan didn't see an aardvark. It loved cheese.,negation,1,0
Richard kicked an aardvark. The aardvark had a long tail.,negation,0,1
Richard didn't kick an aardvark. The aardvark had a long tail.,negation,0,0
Richard kicked an aardvark. It had a long tail.,negation,1,1
Richard didn't kick an aardvark. It had a long tail.,negation,1,0
David kicked an aardvark. The aardvark had a red collar.,negation,0,1
David didn't kick an aardvark. The aardvark had a red collar.,negation,0,0
David kicked an aardvark. It had a red collar.,negation,1,1
David didn't kick an aardvark. It had a red collar.,negation,1,0
Jessica kicked an aardvark. The aardvark had a blind eye.,negation,0,1
Jessica didn't kick an aardvark. The aardvark had a blind eye.,negation,0,0
Jessica kicked an aardvark. It had a blind eye.,negation,1,1
Jessica didn't kick an aardvark. It had a blind eye.,negation,1,0
Elizabeth kicked an aardvark. The aardvark had a shrill voice.,negation,0,1
Elizabeth didn't kick an aardvark. The aardvark had a shrill voice.,negation,0,0
Elizabeth kicked an aardvark. It had a shrill voice.,negation,1,1
Elizabeth didn't kick an aardvark. It had a shrill voice.,negation,1,0
Barbara kicked an aardvark. The aardvark had a colorful back.,negation,0,1
Barbara didn't kick an aardvark. The aardvark had a colorful back.,negation,0,0
Barbara kicked an aardvark. It had a colorful back.,negation,1,1
Barbara didn't kick an aardvark. It had a colorful back.,negation,1,0
Barbara kicked an aardvark. The aardvark enjoyed frolicking in the forest.,negation,0,1
Barbara didn't kick an aardvark. The aardvark enjoyed frolicking in the forest.,negation,0,0
Barbara kicked an aardvark. It enjoyed frolicking in the forest.,negation,1,1
Barbara didn't kick an aardvark. It enjoyed frolicking in the forest.,negation,1,0
Susan kicked an aardvark. The aardvark preferred fish over other food.,negation,0,1
Susan didn't kick an aardvark. The aardvark preferred fish over other food.,negation,0,0
Susan kicked an aardvark. It preferred fish over other food.,negation,1,1
Susan didn't kick an aardvark. It preferred fish over other food.,negation,1,0
Nancy kicked an aardvark. The aardvark's name was Fido.,negation,0,1
Nancy didn't kick an aardvark. The aardvark's name was Fido.,negation,0,0
Nancy kicked an aardvark. Its name was Fido.,negation,1,1
Nancy didn't kick an aardvark. Its name was Fido.,negation,1,0
Richard kicked an aardvark. The aardvark liked to swim in lakes.,negation,0,1
Richard didn't kick an aardvark. The aardvark liked to swim in lakes.,negation,0,0
Richard kicked an aardvark. It liked to swim in lakes.,negation,1,1
Richard didn't kick an aardvark. It liked to swim in lakes.,negation,1,0
Bob kicked an aardvark. The aardvark loved cheese.,negation,0,1
Bob didn't kick an aardvark. The aardvark loved cheese.,negation,0,0
Bob kicked an aardvark. It loved cheese.,negation,1,1
Bob didn't kick an aardvark. It loved cheese.,negation,1,0
Thomas brought an aardvark. The aardvark had a long tail.,negation,0,1
Thomas didn't bring an aardvark. The aardvark had a long tail.,negation,0,0
Thomas brought an aardvark. It had a long tail.,negation,1,1
Thomas didn't bring an aardvark. It had a long tail.,negation,1,0
David brought an aardvark. The aardvark had a red collar.,negation,0,1
David didn't bring an aardvark. The aardvark had a red collar.,negation,0,0
David brought an aardvark. It had a red collar.,negation,1,1
David didn't bring an aardvark. It had a red collar.,negation,1,0
Jessica brought an aardvark. The aardvark had a blind eye.,negation,0,1
Jessica didn't bring an aardvark. The aardvark had a blind eye.,negation,0,0
Jessica brought an aardvark. It had a blind eye.,negation,1,1
Jessica didn't bring an aardvark. It had a blind eye.,negation,1,0
Sarah brought an aardvark. The aardvark had a shrill voice.,negation,0,1
Sarah didn't bring an aardvark. The aardvark had a shrill voice.,negation,0,0
Sarah brought an aardvark. It had a shrill voice.,negation,1,1
Sarah didn't bring an aardvark. It had a shrill voice.,negation,1,0
Chris brought an aardvark. The aardvark had a colorful back.,negation,0,1
Chris didn't bring an aardvark. The aardvark had a colorful back.,negation,0,0
Chris brought an aardvark. It had a colorful back.,negation,1,1
Chris didn't bring an aardvark. It had a colorful back.,negation,1,0
Bob brought an aardvark. The aardvark enjoyed frolicking in the forest.,negation,0,1
Bob didn't bring an aardvark. The aardvark enjoyed frolicking in the forest.,negation,0,0
Bob brought an aardvark. It enjoyed frolicking in the forest.,negation,1,1
Bob didn't bring an aardvark. It enjoyed frolicking in the forest.,negation,1,0
Susan brought an aardvark. The aardvark preferred fish over other food.,negation,0,1
Susan didn't bring an aardvark. The aardvark preferred fish over other food.,negation,0,0
Susan brought an aardvark. It preferred fish over other food.,negation,1,1
Susan didn't bring an aardvark. It preferred fish over other food.,negation,1,0
Bill brought an aardvark. The aardvark's name was Fido.,negation,0,1
Bill didn't bring an aardvark. The aardvark's name was Fido.,negation,0,0
Bill brought an aardvark. Its name was Fido.,negation,1,1
Bill didn't bring an aardvark. Its name was Fido.,negation,1,0
Barbara brought an aardvark. The aardvark liked to swim in lakes.,negation,0,1
Barbara didn't bring an aardvark. The aardvark liked to swim in lakes.,negation,0,0
Barbara brought an aardvark. It liked to swim in lakes.,negation,1,1
Barbara didn't bring an aardvark. It liked to swim in lakes.,negation,1,0
Barbara brought an aardvark. The aardvark loved cheese.,negation,0,1
Barbara didn't bring an aardvark. The aardvark loved cheese.,negation,0,0
Barbara brought an aardvark. It loved cheese.,negation,1,1
Barbara didn't bring an aardvark. It loved cheese.,negation,1,0
Joseph got an aardvark. The aardvark had a long tail.,negation,0,1
Joseph didn't get an aardvark. The aardvark had a long tail.,negation,0,0
Joseph got an aardvark. It had a long tail.,negation,1,1
Joseph didn't get an aardvark. It had a long tail.,negation,1,0
Thomas got an aardvark. The aardvark had a red collar.,negation,0,1
Thomas didn't get an aardvark. The aardvark had a red collar.,negation,0,0
Thomas got an aardvark. It had a red collar.,negation,1,1
Thomas didn't get an aardvark. It had a red collar.,negation,1,0
John got an aardvark. The aardvark had a blind eye.,negation,0,1
John didn't get an aardvark. The aardvark had a blind eye.,negation,0,0
John got an aardvark. It had a blind eye.,negation,1,1
John didn't get an aardvark. It had a blind eye.,negation,1,0
Bob got an aardvark. The aardvark had a shrill voice.,negation,0,1
Bob didn't get an aardvark. The aardvark had a shrill voice.,negation,0,0
Bob got an aardvark. It had a shrill voice.,negation,1,1
Bob didn't get an aardvark. It had a shrill voice.,negation,1,0
Linda got an aardvark. The aardvark had a colorful back.,negation,0,1
Linda didn't get an aardvark. The aardvark had a colorful back.,negation,0,0
Linda got an aardvark. It had a colorful back.,negation,1,1
Linda didn't get an aardvark. It had a colorful back.,negation,1,0
Susan got an aardvark. The aardvark enjoyed frolicking in the forest.,negation,0,1
Susan didn't get an aardvark. The aardvark enjoyed frolicking in the forest.,negation,0,0
Susan got an aardvark. It enjoyed frolicking in the forest.,negation,1,1
Susan didn't get an aardvark. It enjoyed frolicking in the forest.,negation,1,0
Sarah got an aardvark. The aardvark preferred fish over other food.,negation,0,1
Sarah didn't get an aardvark. The aardvark preferred fish over other food.,negation,0,0
Sarah got an aardvark. It preferred fish over other food.,negation,1,1
Sarah didn't get an aardvark. It preferred fish over other food.,negation,1,0
Linda got an aardvark. The aardvark's name was Fido.,negation,0,1
Linda didn't get an aardvark. The aardvark's name was Fido.,negation,0,0
Linda got an aardvark. Its name was Fido.,negation,1,1
Linda didn't get an aardvark. Its name was Fido.,negation,1,0
Michael got an aardvark. The aardvark liked to swim in lakes.,negation,0,1
Michael didn't get an aardvark. The aardvark liked to swim in lakes.,negation,0,0
Michael got an aardvark. It liked to swim in lakes.,negation,1,1
Michael didn't get an aardvark. It liked to swim in lakes.,negation,1,0
Michael got an aardvark. The aardvark loved cheese.,negation,0,1
Michael didn't get an aardvark. The aardvark loved cheese.,negation,0,0
Michael got an aardvark. It loved cheese.,negation,1,1
Michael didn't get an aardvark. It loved cheese.,negation,1,0
Chris bought an aardvark. The aardvark had a long tail.,negation,0,1
Chris didn't buy an aardvark. The aardvark had a long tail.,negation,0,0
Chris bought an aardvark. It had a long tail.,negation,1,1
Chris didn't buy an aardvark. It had a long tail.,negation,1,0
Michael bought an aardvark. The aardvark had a red collar.,negation,0,1
Michael didn't buy an aardvark. The aardvark had a red collar.,negation,0,0
Michael bought an aardvark. It had a red collar.,negation,1,1
Michael didn't buy an aardvark. It had a red collar.,negation,1,0
Mary bought an aardvark. The aardvark had a blind eye.,negation,0,1
Mary didn't buy an aardvark. The aardvark had a blind eye.,negation,0,0
Mary bought an aardvark. It had a blind eye.,negation,1,1
Mary didn't buy an aardvark. It had a blind eye.,negation,1,0
Elizabeth bought an aardvark. The aardvark had a shrill voice.,negation,0,1
Elizabeth didn't buy an aardvark. The aardvark had a shrill voice.,negation,0,0
Elizabeth bought an aardvark. It had a shrill voice.,negation,1,1
Elizabeth didn't buy an aardvark. It had a shrill voice.,negation,1,0
Thomas bought an aardvark. The aardvark had a colorful back.,negation,0,1
Thomas didn't buy an aardvark. The aardvark had a colorful back.,negation,0,0
Thomas bought an aardvark. It had a colorful back.,negation,1,1
Thomas didn't buy an aardvark. It had a colorful back.,negation,1,0
Joseph bought an aardvark. The aardvark enjoyed frolicking in the forest.,negation,0,1
Joseph didn't buy an aardvark. The aardvark enjoyed frolicking in the forest.,negation,0,0
Joseph bought an aardvark. It enjoyed frolicking in the forest.,negation,1,1
Joseph didn't buy an aardvark. It enjoyed frolicking in the forest.,negation,1,0
Joseph bought an aardvark. The aardvark preferred fish over other food.,negation,0,1
Joseph didn't buy an aardvark. The aardvark preferred fish over other food.,negation,0,0
Joseph bought an aardvark. It preferred fish over other food.,negation,1,1
Joseph didn't buy an aardvark. It preferred fish over other food.,negation,1,0
James bought an aardvark. The aardvark's name was Fido.,negation,0,1
James didn't buy an aardvark. The aardvark's name was Fido.,negation,0,0
James bought an aardvark. Its name was Fido.,negation,1,1
James didn't buy an aardvark. Its name was Fido.,negation,1,0
Bob bought an aardvark. The aardvark liked to swim in lakes.,negation,0,1
Bob didn't buy an aardvark. The aardvark liked to swim in lakes.,negation,0,0
Bob bought an aardvark. It liked to swim in lakes.,negation,1,1
Bob didn't buy an aardvark. It liked to swim in lakes.,negation,1,0
Linda bought an aardvark. The aardvark loved cheese.,negation,0,1
Linda didn't buy an aardvark. The aardvark loved cheese.,negation,0,0
Linda bought an aardvark. It loved cheese.,negation,1,1
Linda didn't buy an aardvark. It loved cheese.,negation,1,0
James mentioned an aardvark. The aardvark had a long tail.,negation,0,1
James didn't mention an aardvark. The aardvark had a long tail.,negation,0,0
James mentioned an aardvark. It had a long tail.,negation,1,1
James didn't mention an aardvark. It had a long tail.,negation,1,0
Barbara mentioned an aardvark. The aardvark had a red collar.,negation,0,1
Barbara didn't mention an aardvark. The aardvark had a red collar.,negation,0,0
Barbara mentioned an aardvark. It had a red collar.,negation,1,1
Barbara didn't mention an aardvark. It had a red collar.,negation,1,0
James mentioned an aardvark. The aardvark had a blind eye.,negation,0,1
James didn't mention an aardvark. The aardvark had a blind eye.,negation,0,0
James mentioned an aardvark. It had a blind eye.,negation,1,1
James didn't mention an aardvark. It had a blind eye.,negation,1,0
Nancy mentioned an aardvark. The aardvark had a shrill voice.,negation,0,1
Nancy didn't mention an aardvark. The aardvark had a shrill voice.,negation,0,0
Nancy mentioned an aardvark. It had a shrill voice.,negation,1,1
Nancy didn't mention an aardvark. It had a shrill voice.,negation,1,0
Joseph mentioned an aardvark. The aardvark had a colorful back.,negation,0,1
Joseph didn't mention an aardvark. The aardvark had a colorful back.,negation,0,0
Joseph mentioned an aardvark. It had a colorful back.,negation,1,1
Joseph didn't mention an aardvark. It had a colorful back.,negation,1,0
Chris mentioned an aardvark. The aardvark enjoyed frolicking in the forest.,negation,0,1
Chris didn't mention an aardvark. The aardvark enjoyed frolicking in the forest.,negation,0,0
Chris mentioned an aardvark. It enjoyed frolicking in the forest.,negation,1,1
Chris didn't mention an aardvark. It enjoyed frolicking in the forest.,negation,1,0
James mentioned an aardvark. The aardvark preferred fish over other food.,negation,0,1
James didn't mention an aardvark. The aardvark preferred fish over other food.,negation,0,0
James mentioned an aardvark. It preferred fish over other food.,negation,1,1
James didn't mention an aardvark. It preferred fish over other food.,negation,1,0
Mary mentioned an aardvark. The aardvark's name was Fido.,negation,0,1
Mary didn't mention an aardvark. The aardvark's name was Fido.,negation,0,0
